id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
l-18,"Even without a SSD , it is still pretty fast .",SSD,pretty fast,performance,operational_performance,positive,average,,author,Even without a SSD,it is still pretty fast
l-19,I really liked the laptop for its sleekness and weight .,sleekness,liked,laptop,design,positive,strong,I,author,really,for its sleekness and weight
,,weight,liked,laptop,design,positive,strong,I,author,really,for its sleekness and weight
l-24,Delivery - very fast by courier .,delivery,very fast,service,speed,positive,strong,,author,by courier,
l-28,"This laptop is verry good , the screen is not the best but its good for the price , its a cheap gaming laptop and works with every game i trow at it : - )",laptop,verry good,laptop,general,positive,strong,,author,,
,,screen,not the best,display,operational_performance,negative,weak,,author,,is not the best
,,laptop,good for the price,laptop,value,positive,average,,author,for the price,its good for the price
,,gaming laptop,cheap,laptop,price,positive,average,,author,,its a cheap gaming laptop
,,gaming performance,works with every game,laptop,operational_performance,positive,strong,,author,,works with every game i trow at it
l-26,"Laptop was new , in perfect condition and works like a charm .",Laptop,new,product,condition,positive,strong,,author,,
,,Laptop,perfect condition,product,condition,positive,strong,,author,,
,,Laptop,works like a charm,product,performance,positive,strong,,author,,
l-29,"I had hoped for better battery life , as it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU ) .",battery life,hoped for better,battery,performance,negative,strong,I,author,,had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU )
l-21,Feel really disappointed as was so happy with previous model .,previous model,disappointed,model,performance,negative,strong,I,author,really,was so happy with previous model
r-1,"Weird , but whatever , I need to eat regardless of the coupon.We waited for what seemed like an incredibly long time just to get our food .",food,incredibly long time,food service,service,negative,strong,I,author,"weird, but whatever",waited for what seemed like an incredibly long time just to get our food
r-2,I come here because you leave full and with money still in your pockets .,,full,experience,service,positive,strong,I,author,because you leave,with money still in your pockets
r-3,I love hot pot but the service just makes things bad here .,hot pot,love,food,taste,positive,strong,I,author,,
,,service,makes things bad,service,service_quality,negative,strong,,author,,just makes things bad here
r-4,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come .",PhO,wanting Pho,Pho,food,positive,strong,I,author,do n't usually order,this place makes me wanting Pho every time I come
r-5,This is one of my favorite brunch places .,brunch places,favorite,restaurant,dining_experience,positive,strong,my,author,one of,
r-6,Other establishments on the North End spoil you with tasty oils and fresh bread ... that 's a big miss here !,oils,tasty,food,quality,positive,strong,,author,Other establishments on the North End spoil you with,
,,bread,fresh,food,quality,positive,strong,,author,Other establishments on the North End spoil you with,
,,,big miss,service,overall_experience,negative,strong,,author,here,that 's a big miss here !
r-8,"Im going to have to come back here to try the food , so this review is just for the drinks , service and atmosphere.The atmosphere is great , nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating .",atmosphere,great,ambiance,environment,positive,strong,,author,nothing is too overwhelming,does n't seem like they 're trying to beat you over the head with a theme in the decorating
,,drinks,,beverages,offerings,,,,author,,just for the drinks
,,service,,service quality,offerings,,,,author,,just for the service
,,atmosphere,does n't seem like they 're trying to beat you over the head with a theme,ambiance,environment,positive,weak,,author,,nothing is too overwhelming
r-9,This will probably be the last time we will come here .,,probably be the last time,location,general,negative,weak,we,author,,
r-10,"Stop driving out the wrong way , idiots.No credit cards , which is a bummer , but they do have an ATM inside .",credit cards,bummer,payment method,financial_service,negative,weak,,author,,No credit cards
,,ATM,,banking service,financial_service,positive,weak,,author,they do have,"which is a bummer, but they do have an ATM inside"
r-12,"So , while I would n't quite recommend it for date night or a rehearsal dinner , it 's plenty acceptable for grabbing a quick lunch or dinner on your way somewhere else .",date night,would n't quite recommend,event,social_event,negative,weak,I,author,,"So , while I would n't quite recommend it for date night or a rehearsal dinner"
,,lunch or dinner,plenty acceptable,meal,dining_experience,positive,average,,author,for grabbing a quick,it 's plenty acceptable for grabbing a quick lunch or dinner on your way somewhere else
r-13,Went to breakfast with my bestie here and really enjoyed the country style breakfast and ambiance. They were pretty crowded for a weekday and our server ladies were really sweet and helpful .,country style breakfast,really enjoyed,breakfast,food,positive,strong,my bestie,author,,
,,ambiance,really enjoyed,ambiance,atmosphere,positive,strong,my bestie,author,,
,,server ladies,really sweet and helpful,service,service_quality,positive,strong,,author,pretty crowded for a weekday,
r-14,Great place !,,Great,place,general,positive,strong,,author,,
r-17,"My advice to the owners : Walking by on E. Hastings , it 's easy to miss this spot .",spot,easy to miss,location,visibility,negative,weak,my,author,owners,"walking by on E. Hastings, it's easy to miss this spot"
r-18,The reason why I gave 3 stars is because we had to search for our waitress and it took about a hour before we receive our food .,service,took about a hour before we receive our food,food,service_quality,negative,strong,I,customer,we had to search for our waitress,The reason why I gave 3 stars is because
,,overall experience,3 stars,dining experience,general,neutral,average,I,customer,,
r-20,To add more insult he added a splash of coke to our drinks ... ..I 'm a relatively calm guy .,drinks,added a splash of coke,drinks,taste,negative,weak,I,author,more insult,added a splash of coke to our drinks
,,,relatively calm,self,temperament,positive,average,I,author,,I'm a relatively calm guy
r-20,The old place was more accommodating to singles .,old place,more accommodating,venue,service,positive,average,,author,to singles,
r-21,This chicken is unbelievable .,chicken,unbelievable,food,quality,positive,strong,,author,,
r-23,The chicken was also overcooked and dry .,chicken,overcooked and dry,food,quality,negative,strong,,author,,
r-27,I was reluctant to go here .,,reluctant,location,general,negative,weak,I,author,,
r-28,"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",turkey burger,Amazing,food,taste,positive,strong,,author,,
,,french fries,to die for,food,taste,positive,strong,,author,,are to die for
,,milkshakes,,drink,taste,positive,strong,,author,dont even get me STARTED on,
