id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
l-14,"Please do not purchase this computer , it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed .",computer,performs worse,computer,performance,negative,strong,,author,this computer,performs worse than the $200 computer I used while waiting on the 'replacement' computer I got when the other one crashed.
l-15,It took a few weeks for them to send it back .,,took a few weeks,return process,time_efficiency,negative,weak,them,service provider,,
l-17,I have gone through all the troubleshooting steps and still nothing .,troubleshooting steps,nothing,process,effectiveness,negative,strong,I,author,all the troubleshooting steps,have gone through all the troubleshooting steps and still nothing
l-18,"Even without a SSD , it is still pretty fast .",SSD,pretty fast,performance,speed,positive,average,,author,even without a SSD,it is still pretty fast
l-19,I really liked the laptop for its sleekness and weight .,laptop,really liked,laptop,design,positive,strong,I,author,sleekness and weight,
l-24,Delivery - very fast by courier .,delivery,very fast,service,speed,positive,strong,,author,by courier,
l-28,"This laptop is verry good , the screen is not the best but its good for the price , its a cheap gaming laptop and works with every game i trow at it : - )",laptop,verry good,laptop,general,positive,strong,,author,,
,,screen,not the best,display,operational_performance,negative,weak,,author,,is not the best
,,laptop,good for the price,laptop,value,positive,average,,author,for the price,its good for the price
,,gaming laptop,cheap,laptop,value,positive,weak,,author,,its a cheap gaming laptop
,,gaming performance,works with every game,laptop,operational_performance,positive,strong,,author,,works with every game i trow at it
l-26,"Laptop was new , in perfect condition and works like a charm .",Laptop,works like a charm,device,operational_performance,positive,strong,,author,"new, in perfect condition",
l-29,"I had hoped for better battery life , as it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU ) .",battery life,hoped for better,battery,performance,negative,strong,I,author,,had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU )
l-21,Feel really disappointed as was so happy with previous model .,previous model,disappointed,model,performance,negative,strong,I,user,really,was so happy with previous model
r-1,"Weird , but whatever , I need to eat regardless of the coupon.We waited for what seemed like an incredibly long time just to get our food .",food,incredibly long time,food,service,negative,strong,I,author,"weird, but whatever",waited for what seemed like an incredibly long time just to get our food
r-2,I come here because you leave full and with money still in your pockets .,,full and with money still in your pockets,experience,value,positive,strong,I,author,,come here because you leave full and with money still in your pockets
r-3,I love hot pot but the service just makes things bad here .,hot pot,love,food,taste,positive,strong,I,author,,
,,service,makes things bad,service,quality,negative,strong,,author,,just makes things bad here
r-4,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come .",Pho,wanting Pho,dish,food,positive,strong,I,author,every time I come,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come."
r-5,This is one of my favorite brunch places .,brunch places,favorite,restaurant,dining_experience,positive,strong,my,author,one of,
r-6,Other establishments on the North End spoil you with tasty oils and fresh bread ... that 's a big miss here !,oils,tasty,food,quality,positive,strong,,author,Other establishments on the North End spoil you with,
,,bread,fresh,food,quality,positive,strong,,author,Other establishments on the North End spoil you with,
,,,big miss,establishment,overall experience,negative,strong,,author,here,that 's a big miss here !
r-8,"Im going to have to come back here to try the food , so this review is just for the drinks , service and atmosphere.The atmosphere is great , nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating .",atmosphere,great,ambiance,environment,positive,strong,,author,nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating,
,,drinks,,beverages,offerings,,,,author,,just for the drinks
,,service,,service quality,offerings,,,,author,,just for the service
,,atmosphere,does n't seem like they 're trying to beat you over the head with a theme,ambiance,environment,positive,weak,,author,,in the decorating
r-9,This will probably be the last time we will come here .,,probably be the last time,location,general,negative,strong,we,author,,
r-10,"Stop driving out the wrong way , idiots.No credit cards , which is a bummer , but they do have an ATM inside .",credit cards,bummer,payment method,availability,negative,weak,,author,,"No credit cards , which is a bummer"
,,ATM,,service,availability,positive,weak,,author,they do have,
r-12,"So , while I would n't quite recommend it for date night or a rehearsal dinner , it 's plenty acceptable for grabbing a quick lunch or dinner on your way somewhere else .",,plenty acceptable,restaurant,dining_experience,positive,average,I,author,for grabbing a quick lunch or dinner on your way somewhere else,would n't quite recommend it for date night or a rehearsal dinner
r-13,Went to breakfast with my bestie here and really enjoyed the country style breakfast and ambiance. They were pretty crowded for a weekday and our server ladies were really sweet and helpful .,country style breakfast,really enjoyed,breakfast,food,positive,strong,I,author,,
,,ambiance,really enjoyed,ambiance,atmosphere,positive,strong,I,author,,
,,server ladies,really sweet and helpful,service,service_quality,positive,strong,,author,,were really sweet and helpful
,,crowd,pretty crowded,restaurant,operational_performance,positive,average,,author,for a weekday,
r-14,Great place !,,Great place,location,general,positive,strong,,author,,
r-17,"My advice to the owners : Walking by on E. Hastings , it 's easy to miss this spot .",spot,easy to miss,location,visibility,negative,weak,my,author,owners,"Walking by on E. Hastings , it 's easy to miss this spot."
r-18,The reason why I gave 3 stars is because we had to search for our waitress and it took about a hour before we receive our food .,service,gave 3 stars,restaurant,service_quality,negative,weak,I,customer,we had to search for our waitress and it took about a hour before we receive our food,
r-20,To add more insult he added a splash of coke to our drinks ... ..I 'm a relatively calm guy .,drinks,added a splash of coke,drinks,taste,negative,weak,I,author,more insult,added a splash of coke to our drinks
,,self,relatively calm,self,temperament,positive,average,I,author,,I'm a relatively calm guy
r-20,The old place was more accommodating to singles .,place,more accommodating,venue,service,positive,average,,author,to singles,
r-21,This chicken is unbelievable .,chicken,unbelievable,food,quality,positive,strong,,author,,
r-23,The chicken was also overcooked and dry .,chicken,overcooked and dry,food,quality,negative,strong,,author,,was also overcooked and dry
r-27,I was reluctant to go here .,,reluctant,location,general,negative,strong,I,author,,
r-28,"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",turkey burger,Amazing,food,taste,positive,strong,,author,,
,,french fries,to die for,food,taste,positive,strong,,author,,french fries are to die for
,,milkshakes,dont even get me STARTED,drink,taste,positive,strong,,author,,dont even get me STARTED on the milkshakes
