id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
b-16,"The writing in particular is disapointing : unsophisticated , almost juvenile in comparison to earlier volumes .",writing,disapointing,content,quality,negative,strong,,author,in particular,"unsophisticated, almost juvenile in comparison to earlier volumes"
b-17,Loved the book .,book,Loved,content,general,positive,strong,,author,,
b-18,Sad tale of just how easy it is for these abused children to get lost in the welfare system .,welfare system,sad tale,system,social_issue,negative,strong,,author,just how easy it is for these abused children to get lost,
b-19,And then we about hit rock bottom with The Demonwar Saga .,The Demonwar Saga,hit rock bottom,series,general,negative,strong,we,author,,about hit rock bottom
b-20,Not that there is no humour the author has the ability to bring an ironic touch to the darkest scenes but this is not a crime novel for the faint hearted .,humour,ability to bring an ironic touch,author,writing_style,positive,strong,,author,,Not that there is no humour the author has the ability to bring an ironic touch to the darkest scenes
,,crime novel,not for the faint hearted,genre,suitability,negative,strong,,author,,this is not a crime novel for the faint hearted
b-20,The 3 lady 's courage can be found to be inspirational & a lesson to us all .,courage,inspirational,ladies,character_trait,positive,strong,,author,a lesson to us all,can be found to be inspirational & a lesson to us all
b-26,"For an avid Diana fan , the innocent day-to-day insight is appreciated , however , certain facts should not have been revealed .",day-to-day insight,appreciated,insight,general,positive,weak,an avid Diana fan,fan,,innocent
,,certain facts,should not have been revealed,facts,general,negative,strong,,,,
b-22,"I have had this on my shelf for several years for intended reading : Had I appreciated what a compelling narrative Mukherjee sets out , and how well he tells it , I would have read it much sooner.As there are numerous , good reviews of this exceptional book , I will not pile on , except to say that this is a comprehensive and detailed treatment for the non-expert , that manages to explain the science ( and some of the politics ) with clarity , while providing a compelling and often moving narrative .",narrative,compelling,book,storytelling,positive,strong,I,author,,"Had I appreciated what a compelling narrative Mukherjee sets out , and how well he tells it , I would have read it much sooner."
,,treatment,comprehensive and detailed,book,content_quality,positive,strong,I,author,for the non-expert,"this is a comprehensive and detailed treatment for the non-expert , that manages to explain the science ( and some of the politics ) with clarity , while providing a compelling and often moving narrative."
h-1,The location is unbeatable and the rooftop was beyond spectacular .,location,unbeatable,place,general,positive,strong,,author,,
,,rooftop,beyond spectacular,feature,general,positive,strong,,author,,
h-2,The room was very comfortable and the bathroom connected to the room was a great addition .,room,very comfortable,accommodation,comfort,positive,strong,,author,,
,,bathroom,great addition,accommodation,amenities,positive,strong,,author,connected to the room,was a great addition
h-3,It 's a good place and will definitely consider to come again .,place,good,location,general,positive,strong,,author,,will definitely consider to come again
h-4,"There is a grocery store a 15 min walk away , which was easy to walk from with a few groceries for breakfasts and snacks .",grocery store,easy to walk,location,accessibility,positive,average,,author,a 15 min walk away,which was easy to walk from with a few groceries for breakfasts and snacks
h-5,"The apartment is kept very clean , and nicely furnished .",apartment,very clean,apartment,cleanliness,positive,strong,,author,nicely furnished,kept very clean
,,apartment,nicely furnished,apartment,furnishing,positive,average,,author,,nicely furnished
h-6,Really great location close to so many restaurants .,location,really great,place,accessibility,positive,strong,,author,close to so many restaurants,
h-7,"Oine was a terrific host - very responsive by text and email , and thoughtful with her preparation of the apartment , which was spotless and nicely decorated , and feels like home .",host,terrific,Oine,hospitality,positive,strong,,author,,Oine was a terrific host
,,apartment,spotless and nicely decorated,apartment,cleanliness_and_aesthetics,positive,strong,,author,,"thoughtful with her preparation of the apartment , which was spotless and nicely decorated"
,,apartment,feels like home,apartment,comfort,positive,strong,,author,,feels like home
h-8,Excellent space in a fantastic location .,space,Excellent,location,general,positive,strong,,author,fantastic location,
h-9,Tiffany 's apartment space is the perfect spot if you 're staying in Boston .,Tiffany's apartment space,perfect spot,location,accommodation,positive,strong,you,author,if you're staying in Boston,
h-10,By far one of the best locations you could stay at in Boston .,location,one of the best,place,general,positive,strong,,author,By far,you could stay at in Boston
h-11,Everything was super clean .,,super clean,environment,cleanliness,positive,strong,,author,,
h-13,Entry was simple and easy .,entry,simple and easy,process,usability,positive,strong,,author,,
h-14,Great location close to the Commons .,location,Great,place,accessibility,positive,strong,,author,close to the Commons,
h-16,"My hosts made me feel welcome the second I entered the home , helping me carry my items upstairs , explaining where everything was and offering me breakfast and coffee in the morning .",hospitality,feel welcome,home,service,positive,strong,my hosts,hosts,,"made me feel welcome the second I entered the home , helping me carry my items upstairs , explaining where everything was and offering me breakfast and coffee in the morning"
h-17,This location does not have a kitchen and you must share a bathroom .,kitchen,does not have,location,facilities,negative,strong,,author,,This location does not have a kitchen
,,bathroom,must share,location,facilities,negative,strong,,author,,you must share a bathroom
h-19,The hit was the rooftop which allowed for 360 degree views which was perfect for the 70-80 degree weather we were enjoying .,rooftop,perfect,view,experience,positive,strong,we,group,360 degree views,allowed for 360 degree views which was perfect for the 70-80 degree weather we were enjoying
h-20,I highly recommend it !,,highly recommend,it,general,positive,strong,I,author,,
h-24,Excellent location for exploring Boston .,location,Excellent,place,general,positive,strong,,author,for exploring Boston,
h-21,Best location in Boston .,location,Best,place,general,positive,strong,,author,in Boston,
h-28,Great attention to detail and very good communication,attention to detail,Great,detail,quality,positive,strong,,author,,Great attention to detail
,,communication,very good,communication,quality,positive,average,,author,,very good communication
c-1,I enjoy dancing with these shoes on my feet .,shoes,enjoy,activity,footwear,positive,strong,I,author,these,dancing with these shoes on my feet
c-2,Super crinoline for the price !,crinoline,Super,product,value,positive,strong,,author,for the price,
c-3,The transition option is nice too so you can wear them as leggings .,transition option,nice,leggings,usability,positive,weak,,author,too,so you can wear them as leggings
c-4,They hold up great !,,hold up great,,general,positive,strong,they,unspecified,,
c-5,I have always worn LifeStride shoes but was disappointed when they were not leather and they were made in China .,LifeStride shoes,disappointed,shoes,material_quality,negative,strong,I,author,always,was disappointed when they were not leather and they were made in China
c-7,I use them for musical theatre productions and they holdup well .,them,holdup well,products,durability,positive,strong,I,author,for musical theatre productions,
c-8,"She said they are so comfortable , and they are perfect .",they,so comfortable,shoes,comfort,positive,strong,she,speaker,,
,,they,perfect,shoes,quality,positive,strong,she,speaker,,
c-10,"They slot over the abdomen as I was putting them on very carefully this morning -could not wear them , will return .",,could not wear them,item,usability,negative,strong,I,author,,"could not wear them , will return"
c-11,"These are the most comfortable shoes I 've ever worn , and they 're stylish .",shoes,most comfortable,footwear,comfort,positive,strong,I,author,,I 've ever worn
,,shoes,stylish,footwear,design,positive,weak,,author,,
c-12,I bought 2 other pairs for other cast members !,,bought,pairs,purchase,positive,weak,I,author,2 other pairs for other cast members,
c-13,Comfortable and attractive .,,Comfortable and attractive,,general,positive,strong,,author,,
c-15,Everything else about these tights is amazing .,tights,amazing,product,quality,positive,strong,,author,everything else about these,
c-16,These shoes are great .,shoes,great,product,quality,positive,strong,,author,,
c-17,"Although the tights make the legs look beautiful , I have noticed the the seams are coming apart at the crotch .",tights,beautiful,legs,appearance,positive,strong,I,author,,make the legs look beautiful
,,seams,coming apart,crotch,quality,negative,strong,I,author,,have noticed the seams are coming apart at the crotch
c-18,They are nice and exactly what I expected .,,nice,items,quality,positive,strong,,author,exactly what I expected,
c-19,"My husband loves his boots , excellent quality .",boots,loves,boots,quality,positive,strong,My husband,husband,,excellent quality
c-20,Very small fit .,fit,very small,clothing,size,negative,strong,,author,,
c-25,Follow the capezio size chart and you 're in the clear .,capezio size chart,in the clear,sizing,guidance,positive,strong,you,author,follow,Follow the capezio size chart and you 're in the clear.
c-21,The soles are soft too .,soles,soft,footwear,comfort,positive,weak,,author,too,
c-24,Order 1 size larger than needed .,size,larger than needed,clothing,fit,negative,weak,,author,Order 1,
l-1,Great for Programming and for low end gaming,,Great,product,performance,positive,strong,,author,for Programming and for low end gaming,
l-2,"The combination of these design flows leads to broken displays when the magsafe plug is caught inside the computer upon closing , breaking the monitor .",design flows,broken,displays,functionality,negative,strong,,author,combination of these,"leads to broken displays when the magsafe plug is caught inside the computer upon closing, breaking the monitor."
l-3,Images are too dark and blurry .,images,too dark and blurry,images,quality,negative,strong,,author,,
l-5,"I got it mainly to do android app development , and let me tell you , it 's worth more than it 's price .",,worth more than it 's price,product,value,positive,strong,I,author,mainly to do android app development,
l-6,I 'm a mac user and I would love to get this laptop .,laptop,would love,laptop,product,positive,strong,I,user,mac user,
l-7,Keyboard : it is all mushy no tactile feedback .,keyboard,mushy,keyboard,operational_performance,negative,strong,it,author,,no tactile feedback
l-9,"For the price you can not go wrong , especially having an 8th gen Intel processor .",price,can not go wrong,value,cost,positive,strong,,author,especially having an 8th gen Intel processor,
l-10,"It 's very well made - solid construction and a comfortable , well-sized keyboard .",construction,very well made,product,quality,positive,strong,,author,solid,"solid construction and a comfortable , well-sized keyboard"
,,keyboard,comfortable,keyboard,usability,positive,average,,author,well-sized,"solid construction and a comfortable , well-sized keyboard"
l-12,Camera and microphone are both high enough quality for discord/google hangouts/etc .,camera,high enough quality,camera,quality,positive,average,,author,both,for discord/google hangouts/etc
,,microphone,high enough quality,microphone,quality,positive,average,,author,both,for discord/google hangouts/etc
l-13,It has a nice keyboard touch .,keyboard touch,nice,keyboard,operational_performance,positive,weak,,author,,
l-14,"Please do not purchase this computer , it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed .",computer,performs worse,computer,performance,negative,strong,,author,,performs worse than the $ 200 computer I used while waiting on the 'replacement' computer I got when the other one crashed.
l-15,It took a few weeks for them to send it back .,,,,,,,,,,
l-17,I have gone through all the troubleshooting steps and still nothing .,troubleshooting steps,nothing,process,effectiveness,negative,strong,I,author,all the troubleshooting steps,have gone through all the troubleshooting steps and still nothing
l-18,"Even without a SSD , it is still pretty fast .",,pretty fast,performance,operational_performance,positive,average,,author,Even without a SSD,it is still pretty fast
l-19,I really liked the laptop for its sleekness and weight .,laptop,really liked,laptop,design,positive,strong,I,author,for its sleekness and weight,
l-24,Delivery - very fast by courier .,delivery,very fast,service,speed,positive,strong,,author,by courier,
l-28,"This laptop is verry good , the screen is not the best but its good for the price , its a cheap gaming laptop and works with every game i trow at it : - )",laptop,verry good,laptop,general,positive,strong,,author,,
,,screen,not the best,display,operational_performance,negative,weak,,author,,is not the best
,,laptop,good for the price,laptop,value,positive,average,,author,for the price,its good for the price
,,gaming laptop,cheap,laptop,value,positive,average,,author,,its a cheap gaming laptop
,,gaming performance,works with every game,laptop,operational_performance,positive,strong,,author,,works with every game i trow at it
l-26,"Laptop was new , in perfect condition and works like a charm .",Laptop,works like a charm,laptop,operational_performance,positive,strong,,author,"new, in perfect condition",
l-29,"I had hoped for better battery life , as it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU ) .",battery life,hoped for better,battery,performance,negative,weak,I,author,,had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU )
l-21,Feel really disappointed as was so happy with previous model .,previous model,really disappointed,model,performance,negative,strong,,author,so happy with previous model,Feel really disappointed as was so happy with previous model.
r-1,"Weird , but whatever , I need to eat regardless of the coupon.We waited for what seemed like an incredibly long time just to get our food .",food,incredibly long time,service,experience,negative,strong,I,author,,waited for what seemed like an incredibly long time just to get our food
r-2,I come here because you leave full and with money still in your pockets .,,full and with money still in your pockets,experience,service,positive,strong,I,author,,come here because you leave full and with money still in your pockets
r-3,I love hot pot but the service just makes things bad here .,hot pot,love,food,taste,positive,strong,I,author,,
,,service,makes things bad,service,quality,negative,strong,,author,,just makes things bad here
r-4,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come .",PhO,makes me wanting,Pho,food,positive,strong,I,author,,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come."
r-5,This is one of my favorite brunch places .,brunch places,favorite,restaurant,dining,positive,strong,my,author,one of,
r-6,Other establishments on the North End spoil you with tasty oils and fresh bread ... that 's a big miss here !,oils,tasty,food,quality,positive,strong,,author,Other establishments on the North End spoil you with,
,,bread,fresh,food,quality,positive,strong,,author,Other establishments on the North End spoil you with,
,,,big miss,experience,overall_experience,negative,strong,,author,here,that's a big miss here!
r-8,"Im going to have to come back here to try the food , so this review is just for the drinks , service and atmosphere.The atmosphere is great , nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating .",atmosphere,great,ambiance,environment,positive,strong,Im,author,nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating,atmosphere is great
,,drinks,,beverages,service,,,Im,author,,this review is just for the drinks
,,service,,service quality,service,,,Im,author,,this review is just for the service
,,atmosphere,,ambiance,environment,,,Im,author,,this review is just for the atmosphere
r-9,This will probably be the last time we will come here .,,probably be the last time,place,experience,negative,weak,we,author,probably,
r-10,"Stop driving out the wrong way , idiots.No credit cards , which is a bummer , but they do have an ATM inside .",credit cards,bummer,payment method,convenience,negative,weak,,author,No credit cards,which is a bummer
,,ATM,,payment method,convenience,positive,average,,author,they do have,inside
r-12,"So , while I would n't quite recommend it for date night or a rehearsal dinner , it 's plenty acceptable for grabbing a quick lunch or dinner on your way somewhere else .",,plenty acceptable,restaurant,dining_experience,positive,average,I,author,for grabbing a quick lunch or dinner on your way somewhere else,would n't quite recommend it for date night or a rehearsal dinner
r-13,Went to breakfast with my bestie here and really enjoyed the country style breakfast and ambiance. They were pretty crowded for a weekday and our server ladies were really sweet and helpful .,country style breakfast,enjoyed,breakfast,food,positive,strong,my bestie,author,,really enjoyed the country style breakfast and ambiance
,,ambiance,enjoyed,atmosphere,environment,positive,strong,my bestie,author,,really enjoyed the country style breakfast and ambiance
,,server ladies,really sweet and helpful,service,service_quality,positive,strong,,author,,our server ladies were really sweet and helpful
r-14,Great place !,,Great,place,general,positive,strong,,author,,
r-17,"My advice to the owners : Walking by on E. Hastings , it 's easy to miss this spot .",spot,easy to miss,location,visibility,negative,weak,my,author,,"Walking by on E. Hastings , it 's easy to miss this spot."
r-18,The reason why I gave 3 stars is because we had to search for our waitress and it took about a hour before we receive our food .,service,3 stars,restaurant,rating,negative,weak,I,author,,we had to search for our waitress and it took about a hour before we receive our food
r-20,To add more insult he added a splash of coke to our drinks ... ..I 'm a relatively calm guy .,drinks,added a splash of coke,drinks,taste,negative,weak,I,author,more insult,to add more insult he added a splash of coke to our drinks
,,,relatively calm,,emotional_state,positive,average,I,author,,I'm a relatively calm guy
r-20,The old place was more accommodating to singles .,old place,more accommodating,place,service,positive,average,,author,singles,
r-21,This chicken is unbelievable .,chicken,unbelievable,food,quality,positive,strong,,author,,
r-23,The chicken was also overcooked and dry .,chicken,overcooked and dry,food,quality,negative,strong,,author,,was also overcooked and dry
r-27,I was reluctant to go here .,,reluctant,place,emotional_response,negative,weak,I,author,,
r-28,"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",turkey burger,Amazing,food,taste,positive,strong,,author,,
,,french fries,to die for,food,taste,positive,strong,,author,,are to die for
,,milkshakes,,drink,taste,positive,strong,,author,dont even get me STARTED on,
